MES/AÑO,TIPO CLIENTES,PRODUCTO,PRECIO POR TON (USD),MARCA,INVERSION,% TIENDAS IMPACTADAS,DIAS HABILES,TEMPERATURA,INFLACION,VENTAS (TON),VENTAS (PESOS),INVERSION (PESOS),INGRESOS,HWES3_MUL
2019-11-01,CLIENTES GRANDES,A12,24309.95,MARCA1,0.246,0.91,20,18.0,1.76,4.533,110197.0,27108.46,83088.54,129009.5293154006
2019-12-01,CLIENTES GRANDES,A12,24675.45,MARCA1,0.2904,0.92,21,19.6,1.88,4.627,114173.31,33155.93,81017.38,83447.16598323674
2020-01-01,CLIENTES GRANDES,A12,24910.34,MARCA1,0.1971,0.91,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A12,24133.34,MARCA1,0.215,0.91,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A12,24961.74,MARCA1,0.2527,0.9,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A12,24910.34,MARCA1,0.1971,0.91,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A12,24133.34,MARCA1,0.215,0.91,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A12,24961.74,MARCA1,0.2527,0.9,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A13,19390.87,MARCA1,0.2422,0.97,22,22.2,0.18,8.325,161428.99,39098.1,122330.89,144743.3828706447
2018-02-01,CLIENTES GRANDES,A13,18391.14,MARCA1,0.2136,0.96,20,23.0,0.48,4.789,88075.17,18812.86,69262.31,122834.93801881152
2018-03-01,CLIENTES GRANDES,A13,19699.94,MARCA1,0.2183,0.96,20,22.5,0.97,6.802,133998.99,29251.98,104747.01,127471.87204427154
2018-04-01,CLIENTES GRANDES,A13,19137.66,MARCA1,0.2302,0.96,21,20.9,0.84,7.46,142766.94,32864.95,109901.99,145941.27420076882
2018-05-01,CLIENTES GRANDES,A13,19155.35,MARCA1,0.2097,0.95,22,18.5,0.88,12.414,237794.51,49865.51,187929.0,185318.6577912748
2018-06-01,CLIENTES GRANDES,A13,19127.94,MARCA1,0.2112,0.95,20,16.4,1.24,5.952,113849.5,24045.01,89804.49,182879.4897926047
2018-07-01,CLIENTES GRANDES,A13,19173.81,MARCA1,0.2031,0.95,22,15.7,1.64,6.972,133679.8,27150.37,106529.43,139474.68140585965
2018-08-01,CLIENTES GRANDES,A13,19205.9,MARCA1,0.194,0.94,22,15.3,1.81,7.188,138052.01,26782.09,111269.92,143893.0846222061
2018-09-01,CLIENTES GRANDES,A13,19131.63,MARCA1,0.1916,0.94,20,15.7,2.01,8.615,164818.99,31579.32,133239.67,171124.3782341749
2018-10-01,CLIENTES GRANDES,A13,15345.02,MARCA1,0.2149,0.94,22,16.7,2.14,6.91,106034.09,22786.73,83247.36,110455.43357799295
2018-11-01,CLIENTES GRANDES,A13,25135.93,MARCA1,0.1975,0.93,21,18.0,2.29,10.155,255255.37,50412.94,204842.43,269835.0982900508
2018-12-01,CLIENTES GRANDES,A13,19333.85,MARCA1,0.2117,0.93,20,19.6,2.48,7.247,140112.41,29661.8,110450.61,147860.16116414967
2019-01-01,CLIENTES GRANDES,A13,18580.53,MARCA1,0.2363,0.93,22,22.2,0.06,8.23,152917.76,36134.47,116783.29,162615.67191860458
2019-02-01,CLIENTES GRANDES,A13,18101.45,MARCA1,0.2206,0.92,20,23.0,0.2,7.146,129352.96,28535.26,100817.7,127721.39870494668
2019-03-01,CLIENTES GRANDES,A13,20878.92,MARCA1,0.2436,0.93,21,22.5,0.88,6.533,136401.98,33227.52,103174.46,142129.21820416182
2019-04-01,CLIENTES GRANDES,A13,18031.19,MARCA1,0.2247,0.91,20,20.9,1.1,8.764,158025.35,35508.3,122517.05,159991.24252635182
2019-05-01,CLIENTES GRANDES,A13,20022.17,MARCA1,0.2375,0.91,22,18.5,1.19,9.853,197278.44,46853.63,150424.81,213736.48390138193
2019-06-01,CLIENTES GRANDES,A13,19327.0,MARCA1,0.2739,0.91,20,16.4,1.13,9.704,187549.21,51369.73,136179.48,185198.81598516667
2019-07-01,CLIENTES GRANDES,A13,19910.83,MARCA1,0.2569,0.9,22,15.7,1.36,6.62,131809.69,33861.91,97947.78,152227.2097373116
2019-08-01,CLIENTES GRANDES,A13,19606.42,MARCA1,0.2373,0.91,21,15.3,1.48,9.421,184712.08,43832.18,140879.9,156354.69476364861
2019-09-01,CLIENTES GRANDES,A13,19607.97,MARCA1,0.2887,0.91,21,15.7,1.51,8.864,173805.05,50177.52,123627.53,187642.27983141397
2019-10-01,CLIENTES GRANDES,A13,19587.01,MARCA1,0.2539,0.91,22,16.7,1.65,9.757,191110.46,48522.95,142587.51,120803.97559413854
2019-11-01,CLIENTES GRANDES,A13,19487.69,MARCA1,0.2975,0.91,20,18.0,1.76,7.104,138440.55,41186.06,97254.49,301945.1889452988
2019-12-01,CLIENTES GRANDES,A13,19632.18,MARCA1,0.286,0.92,21,19.6,1.88,9.966,195654.31,55957.13,139697.18,162185.490613802
2020-01-01,CLIENTES GRANDES,A13,18912.23,MARCA1,0.2426,0.92,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A13,19955.93,MARCA1,0.221,0.91,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A13,19398.35,MARCA1,0.2289,0.9,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A13,18912.23,MARCA1,0.2426,0.92,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A13,19955.93,MARCA1,0.221,0.91,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A13,19398.35,MARCA1,0.2289,0.9,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A14,20895.39,MARCA1,0.3411,0.94,22,22.2,0.18,12.738,266165.48,90789.05,175376.43,450291.19042221346
2018-02-01,CLIENTES GRANDES,A14,18842.47,MARCA1,0.2729,0.93,20,23.0,0.48,24.725,465880.07,127138.67,338741.4,369060.9097106742
2018-03-01,CLIENTES GRANDES,A14,18753.23,MARCA1,0.275,0.99,20,22.5,0.97,24.607,461460.73,126901.7,334559.03,331483.84085896634
2018-04-01,CLIENTES GRANDES,A14,20510.12,MARCA1,0.2794,0.97,21,20.9,0.84,18.332,375991.52,105052.03,270939.49,256695.96548778968
2018-05-01,CLIENTES GRANDES,A14,19200.99,MARCA1,0.4241,0.99,22,18.5,0.88,13.756,264128.82,112017.03,152111.79,377190.357927052
2018-06-01,CLIENTES GRANDES,A14,19255.74,MARCA1,0.3325,0.99,20,16.4,1.24,17.737,341539.06,113561.74,227977.32,469745.37154697854
2018-07-01,CLIENTES GRANDES,A14,19064.63,MARCA1,0.2407,0.99,22,15.7,1.64,42.044,801553.3,192933.88,608619.42,728916.3144739721
2018-08-01,CLIENTES GRANDES,A14,33369.89,MARCA1,0.6494,0.99,22,15.3,1.81,11.397,380316.64,246977.63,133339.01,340805.1295676922
2018-09-01,CLIENTES GRANDES,A14,15946.74,MARCA1,0.0357,0.97,20,15.7,2.01,26.594,424087.6,15139.93,408947.67,387442.15811597597
2018-10-01,CLIENTES GRANDES,A14,17898.2,MARCA1,0.4396,0.9,22,16.7,2.14,8.113,145208.1,63833.48,81374.62,135286.13764565386
2018-11-01,CLIENTES GRANDES,A14,19860.82,MARCA1,0.2742,0.9,21,18.0,2.29,19.688,391019.82,107217.63,283802.19,360705.37682110583
2018-12-01,CLIENTES GRANDES,A14,19594.38,MARCA1,0.3467,0.87,20,19.6,2.48,13.235,259331.62,89910.27,169421.35,229976.67668297648
2019-01-01,CLIENTES GRANDES,A14,19239.75,MARCA1,0.2895,0.86,22,22.2,0.06,22.878,440167.0,127428.35,312738.65,403523.6715687297
2019-02-01,CLIENTES GRANDES,A14,18085.25,MARCA1,0.3282,0.88,20,23.0,0.2,19.117,345735.72,113470.46,232265.26,331590.5328420869
2019-03-01,CLIENTES GRANDES,A14,20805.31,MARCA1,0.3947,0.91,21,22.5,0.88,15.426,320942.71,126676.09,194266.62,297513.3115875628
2019-04-01,CLIENTES GRANDES,A14,18967.42,MARCA1,0.3606,0.94,20,20.9,1.1,13.692,259701.91,93648.51,166053.4,230035.14242055043
2019-05-01,CLIENTES GRANDES,A14,19311.37,MARCA1,0.4425,0.93,22,18.5,1.19,20.091,387984.73,171683.24,216301.49,337425.92256738886
2019-06-01,CLIENTES GRANDES,A14,20243.87,MARCA1,0.3847,0.9,20,16.4,1.13,24.289,491703.36,189158.28,302545.08,421179.27289888874
2019-07-01,CLIENTES GRANDES,A14,19364.92,MARCA1,0.4378,0.9,22,15.7,1.36,14.194,274865.67,120336.19,154529.48,655040.9507176502
2019-08-01,CLIENTES GRANDES,A14,22314.61,MARCA1,0.4383,0.9,21,15.3,1.48,19.97,445622.76,195316.46,250306.3,305228.71197783115
2019-09-01,CLIENTES GRANDES,A14,19465.09,MARCA1,0.3229,0.84,21,15.7,1.51,29.162,567640.95,183291.26,384349.69,347601.1022318097
2019-10-01,CLIENTES GRANDES,A14,19697.11,MARCA1,0.4235,0.91,22,16.7,1.65,16.146,318029.54,134685.51,183344.03,121705.31424981303
2019-11-01,CLIENTES GRANDES,A14,16369.59,MARCA1,0.4687,0.9,20,18.0,1.76,18.461,302199.0,141640.67,160558.33,327017.80561776133
2019-12-01,CLIENTES GRANDES,A14,22809.86,MARCA1,0.3471,0.87,21,19.6,1.88,17.825,406585.75,141125.91,265459.84,208347.3451424281
2020-01-01,CLIENTES GRANDES,A14,21381.27,MARCA1,0.5194,0.83,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A14,18377.24,MARCA1,0.4591,0.84,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A14,17756.93,MARCA1,0.4991,0.86,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A14,21381.27,MARCA1,0.5194,0.83,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A14,18377.24,MARCA1,0.4591,0.84,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A14,17756.93,MARCA1,0.4991,0.86,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A15,14298.85,MARCA4,0.3784,0.95,22,22.2,0.18,4.98,71208.27,26945.21,44263.06,91331.5546119677
2018-02-01,CLIENTES GRANDES,A15,13650.49,MARCA4,0.283,0.94,20,23.0,0.48,8.836,120615.73,34134.25,86481.48,109438.65197990845
2018-03-01,CLIENTES GRANDES,A15,13793.47,MARCA4,0.3003,0.95,20,22.5,0.97,10.811,149121.2,44781.1,104340.1,152633.6621140234
2018-04-01,CLIENTES GRANDES,A15,13843.19,MARCA4,0.3802,0.94,21,20.9,0.84,11.317,156663.38,59563.42,97099.96,174466.07554218674
2018-05-01,CLIENTES GRANDES,A15,13845.47,MARCA4,0.3864,0.93,22,18.5,0.88,9.359,129579.75,50069.62,79510.13,136842.42379591122
2018-06-01,CLIENTES GRANDES,A15,13814.25,MARCA4,0.3423,0.93,20,16.4,1.24,9.409,129978.28,44491.57,85486.71,162748.96309821386
2018-07-01,CLIENTES GRANDES,A15,13598.52,MARCA4,0.4756,0.93,22,15.7,1.64,5.032,68427.75,32544.24,35883.51,67881.55925223709
2018-08-01,CLIENTES GRANDES,A15,13406.94,MARCA4,0.3393,0.93,22,15.3,1.81,16.003,214551.26,72797.24,141754.02,212173.1692765261
2018-09-01,CLIENTES GRANDES,A15,13881.66,MARCA4,0.3787,0.92,20,15.7,2.01,10.286,142786.75,54073.34,88713.41,141490.7915241846
2018-10-01,CLIENTES GRANDES,A15,14208.55,MARCA4,0.3289,0.91,22,16.7,2.14,11.682,165984.28,54592.23,111392.05,163607.82062655324
2018-11-01,CLIENTES GRANDES,A15,15008.66,MARCA4,0.3577,0.89,21,18.0,2.29,12.032,180584.2,64594.97,115989.23,177316.55009910354
2018-12-01,CLIENTES GRANDES,A15,14600.71,MARCA4,0.4244,0.9,20,19.6,2.48,9.38,136954.66,58123.56,78831.1,133797.2152845868
2019-01-01,CLIENTES GRANDES,A15,14297.45,MARCA4,0.3255,0.9,22,22.2,0.06,7.014,100282.31,32641.89,67640.42,95611.04593539967
2019-02-01,CLIENTES GRANDES,A15,14203.1,MARCA4,0.3437,0.89,20,23.0,0.2,8.454,120073.01,41269.09,78803.92,115799.01669200447
2019-03-01,CLIENTES GRANDES,A15,14343.42,MARCA4,0.2841,0.88,21,22.5,0.88,11.248,161334.79,45835.21,115499.58,161024.28839487137
2019-04-01,CLIENTES GRANDES,A15,14134.51,MARCA4,0.2702,0.86,20,20.9,1.1,12.809,181048.94,48919.42,132129.52,184185.69289337876
2019-05-01,CLIENTES GRANDES,A15,14334.14,MARCA4,0.2336,0.85,22,18.5,1.19,9.623,137937.43,32222.18,105715.25,144941.05994189382
2019-06-01,CLIENTES GRANDES,A15,14365.23,MARCA4,0.2351,0.85,20,16.4,1.13,11.112,159626.44,37528.18,122098.26,172384.9651034988
2019-07-01,CLIENTES GRANDES,A15,14281.6,MARCA4,0.2661,0.87,22,15.7,1.36,10.307,147200.45,39170.04,108030.41,72278.6527204169
2019-08-01,CLIENTES GRANDES,A15,14579.61,MARCA4,0.2228,0.87,21,15.3,1.48,8.259,120413.0,26828.02,93584.98,235698.2539253955
2019-09-01,CLIENTES GRANDES,A15,13930.45,MARCA4,0.1772,0.86,21,15.7,1.51,9.972,138914.45,24615.64,114298.81,154147.13401565264
2019-10-01,CLIENTES GRANDES,A15,15110.23,MARCA4,0.2441,0.86,22,16.7,1.65,8.069,121924.45,29761.76,92162.69,177597.000841148
2019-11-01,CLIENTES GRANDES,A15,14335.43,MARCA4,0.2331,0.86,20,18.0,1.76,9.06,129879.0,30274.79,99604.21,189970.0466082508
2019-12-01,CLIENTES GRANDES,A15,14344.13,MARCA4,0.2461,0.86,21,19.6,1.88,7.484,107351.47,26419.2,80932.27,141361.65791810813
2020-01-01,CLIENTES GRANDES,A15,13997.62,MARCA4,0.2265,0.86,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A15,14815.15,MARCA4,0.227,0.85,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A15,13693.28,MARCA4,0.1874,0.84,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A15,13997.62,MARCA4,0.2265,0.86,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A15,14815.15,MARCA4,0.227,0.85,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A15,13693.28,MARCA4,0.1874,0.84,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A16,16873.91,MARCA4,0.3099,0.88,22,22.2,0.18,3.431,57894.39,17941.47,39952.92,35910.11627597415
2018-02-01,CLIENTES GRANDES,A16,15963.13,MARCA4,0.2437,0.87,20,23.0,0.48,3.096,49421.85,12044.1,37377.75,40685.7142167148
2018-03-01,CLIENTES GRANDES,A16,16321.4,MARCA4,0.2455,0.89,20,22.5,0.97,3.556,58038.9,14248.55,43790.35,55475.83868679865
2018-04-01,CLIENTES GRANDES,A16,16413.03,MARCA4,0.2888,0.89,21,20.9,0.84,2.584,42411.27,12248.37,30162.9,44777.676086070416
2018-05-01,CLIENTES GRANDES,A16,16299.12,MARCA4,0.346,0.88,22,18.5,0.88,2.707,44121.72,15266.12,28855.6,40684.354485115924
2018-06-01,CLIENTES GRANDES,A16,16499.78,MARCA4,0.2963,0.87,20,16.4,1.24,3.761,62055.67,18387.1,43668.57,69887.56683762124
2018-07-01,CLIENTES GRANDES,A16,16081.02,MARCA4,0.3098,0.87,22,15.7,1.64,2.631,42309.16,13107.38,29201.78,38617.957188740256
2018-08-01,CLIENTES GRANDES,A16,15879.21,MARCA4,0.2595,0.87,22,15.3,1.81,3.655,58038.51,15060.99,42977.52,54033.39881856156
2018-09-01,CLIENTES GRANDES,A16,17412.65,MARCA4,0.2898,0.86,20,15.7,2.01,2.849,49608.64,14376.58,35232.06,46477.28586564934
2018-10-01,CLIENTES GRANDES,A16,15498.88,MARCA4,0.2858,0.84,22,16.7,2.14,2.357,36530.86,10440.52,26090.34,34151.71842483205
2018-11-01,CLIENTES GRANDES,A16,17742.66,MARCA4,0.2708,0.81,21,18.0,2.29,3.659,64920.39,17580.44,47339.95,60581.00631929556
2018-12-01,CLIENTES GRANDES,A16,17722.47,MARCA4,0.3107,0.83,20,19.6,2.48,2.149,38085.59,11833.19,26252.4,35481.31560820442
2019-01-01,CLIENTES GRANDES,A16,16848.05,MARCA4,0.2009,0.82,22,22.2,0.06,2.008,33830.88,6796.62,27034.26,32046.337640869173
2019-02-01,CLIENTES GRANDES,A16,16592.57,MARCA4,0.1971,0.81,20,23.0,0.2,2.232,37034.62,7299.52,29735.1,35038.565306815086
2019-03-01,CLIENTES GRANDES,A16,17019.78,MARCA4,0.1613,0.81,21,22.5,0.88,2.891,49204.18,7936.63,41267.55,47202.18321366199
2019-04-01,CLIENTES GRANDES,A16,16908.61,MARCA4,0.146,0.8,20,20.9,1.1,2.335,39481.6,5764.31,33717.29,37964.696470067625
2019-05-01,CLIENTES GRANDES,A16,17008.36,MARCA4,0.1624,0.8,22,18.5,1.19,2.068,35173.29,5712.14,29461.15,34786.99926275519
2019-06-01,CLIENTES GRANDES,A16,16714.55,MARCA4,0.1447,0.78,20,16.4,1.13,3.538,59136.08,8556.99,50579.09,59180.64555697764
2019-07-01,CLIENTES GRANDES,A16,16785.03,MARCA4,0.1618,0.78,22,15.7,1.36,2.159,36238.88,5863.45,30375.43,33083.94087440538
2019-08-01,CLIENTES GRANDES,A16,17467.36,MARCA4,0.1581,0.79,21,15.3,1.48,2.122,37065.74,5860.09,31205.65,46256.101658322186
2019-09-01,CLIENTES GRANDES,A16,16857.66,MARCA4,0.1561,0.79,21,15.7,1.51,2.177,36699.13,5728.73,30970.4,39341.81608843552
2019-10-01,CLIENTES GRANDES,A16,17245.85,MARCA4,0.1388,0.78,22,16.7,1.65,1.73,29835.32,4141.14,25694.18,28754.27859463106
2019-11-01,CLIENTES GRANDES,A16,16536.93,MARCA4,0.1484,0.79,20,18.0,1.76,2.123,35107.9,5210.01,29897.89,50944.244496070445
2019-12-01,CLIENTES GRANDES,A16,17193.93,MARCA4,0.1541,0.8,21,19.6,1.88,2.105,36193.22,5577.38,30615.84,29379.736484858735
2020-01-01,CLIENTES GRANDES,A16,17013.89,MARCA4,0.1632,0.79,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A16,16680.84,MARCA4,0.1275,0.78,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A16,16316.23,MARCA4,0.121,0.78,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A16,17013.89,MARCA4,0.1632,0.79,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A16,16680.84,MARCA4,0.1275,0.78,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A16,16316.23,MARCA4,0.121,0.78,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A17,17221.6,MARCA5,0.2448,0.72,22,22.2,0.18,3.379,58191.79,14245.35,43946.44,66953.84650028305
2018-02-01,CLIENTES GRANDES,A17,16853.2,MARCA5,0.262,0.73,20,23.0,0.48,6.863,115663.51,30303.84,85359.67,100268.41297728402
2018-03-01,CLIENTES GRANDES,A17,17255.0,MARCA5,0.2581,0.75,20,22.5,0.97,5.954,102736.27,26516.23,76220.04,126005.56532879247
2018-04-01,CLIENTES GRANDES,A17,16882.12,MARCA5,0.2825,0.75,21,20.9,0.84,7.496,126548.37,35749.91,90798.46,108687.29731513753
2018-05-01,CLIENTES GRANDES,A17,17375.34,MARCA5,0.3115,0.74,22,18.5,0.88,7.907,137386.81,42795.99,94590.82,118378.07496879644
2018-06-01,CLIENTES GRANDES,A17,19316.25,MARCA5,0.3994,0.74,20,16.4,1.24,6.281,121325.37,48457.35,72868.02,104651.23152617556
2018-07-01,CLIENTES GRANDES,A17,17090.32,MARCA5,0.2546,0.68,22,15.7,1.64,6.028,103020.45,26229.01,76791.44,99774.33002391571
2018-08-01,CLIENTES GRANDES,A17,16555.46,MARCA5,0.2408,0.79,22,15.3,1.81,6.733,111467.91,26841.47,84626.44,107769.62017555618
2018-09-01,CLIENTES GRANDES,A17,18080.01,MARCA5,0.267,0.79,20,15.7,2.01,7.66,138492.88,36977.6,101515.28,133104.46646615863
2018-10-01,CLIENTES GRANDES,A17,13632.8,MARCA5,0.2882,0.74,22,16.7,2.14,5.77,78661.26,22670.18,55991.08,75237.76405148361
2018-11-01,CLIENTES GRANDES,A17,21236.42,MARCA5,0.2548,0.73,21,18.0,2.29,6.183,131304.78,33456.46,97848.32,127014.5782685806
2018-12-01,CLIENTES GRANDES,A17,17914.99,MARCA5,0.2815,0.76,20,19.6,2.48,6.782,121499.46,34202.1,87297.36,118933.92979373406
2019-01-01,CLIENTES GRANDES,A17,17061.85,MARCA5,0.2722,0.69,22,22.2,0.06,3.618,61729.77,16802.84,44926.93,59876.88041171324
2019-02-01,CLIENTES GRANDES,A17,16654.46,MARCA5,0.2539,0.76,20,23.0,0.2,5.625,93681.34,23785.69,69895.65,91573.7646726766
2019-03-01,CLIENTES GRANDES,A17,18365.65,MARCA5,0.2642,0.75,21,22.5,0.88,6.407,117668.72,31088.08,86580.64,112269.63604443255
2019-04-01,CLIENTES GRANDES,A17,17050.73,MARCA5,0.2427,0.83,20,20.9,1.1,5.962,101656.45,24672.02,76984.43,99388.88221967813
2019-05-01,CLIENTES GRANDES,A17,17164.42,MARCA5,0.259,0.85,22,18.5,1.19,6.415,110109.75,28518.43,81591.32,108145.53651188931
2019-06-01,CLIENTES GRANDES,A17,17521.78,MARCA5,0.2334,0.86,20,16.4,1.13,5.466,95774.05,22353.66,73420.39,95528.87128781296
2019-07-01,CLIENTES GRANDES,A17,17142.58,MARCA5,0.3241,0.84,22,15.7,1.36,6.186,106044.0,34368.86,71675.14,90194.84815996444
2019-08-01,CLIENTES GRANDES,A17,17354.77,MARCA5,0.2581,0.82,21,15.3,1.48,6.816,118290.11,30530.68,87759.43,97504.57837044778
2019-09-01,CLIENTES GRANDES,A17,16601.4,MARCA5,0.1778,0.84,21,15.7,1.51,6.637,110183.49,19590.62,90592.87,120586.6947799756
2019-10-01,CLIENTES GRANDES,A17,17936.3,MARCA5,0.2598,0.84,22,16.7,1.65,4.83,86632.33,22507.08,64125.25,68143.11078604996
2019-11-01,CLIENTES GRANDES,A17,16890.75,MARCA5,0.2351,0.83,20,18.0,1.76,5.322,89892.57,21133.74,68758.83,115071.80158744717
2019-12-01,CLIENTES GRANDES,A17,17133.09,MARCA5,0.2496,0.85,21,19.6,1.88,6.067,103946.46,25945.04,78001.42,107521.78400264813
2020-01-01,CLIENTES GRANDES,A17,17235.56,MARCA5,0.2312,0.83,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A17,16950.65,MARCA5,0.2326,0.83,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A17,17333.87,MARCA5,0.2327,0.82,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A17,17235.56,MARCA5,0.2312,0.83,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A17,16950.65,MARCA5,0.2326,0.83,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A17,17333.87,MARCA5,0.2327,0.82,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A18,10487.63,MARCA5,0.2273,0.96,22,22.2,0.18,30.702,321991.22,73188.6,248802.62,98768.02810652826
2018-02-01,CLIENTES GRANDES,A18,10228.02,MARCA5,0.1988,0.96,20,23.0,0.48,6.976,71350.67,14184.51,57166.16,139874.56501340843
2018-03-01,CLIENTES GRANDES,A18,10726.62,MARCA5,0.2567,0.95,20,22.5,0.97,24.018,257631.96,66134.12,191497.84,183761.13321590627
2018-04-01,CLIENTES GRANDES,A18,10454.63,MARCA5,0.202,0.95,21,20.9,0.84,9.45,98796.25,19956.84,78839.41,159658.32945744623
2018-05-01,CLIENTES GRANDES,A18,10399.84,MARCA5,0.1982,0.94,22,18.5,0.88,15.638,162632.7,32233.8,130398.9,195463.36807484593
2018-06-01,CLIENTES GRANDES,A18,10427.74,MARCA5,0.2027,0.94,20,16.4,1.24,20.393,212652.9,43104.74,169548.16,171974.59324309306
2018-07-01,CLIENTES GRANDES,A18,10613.92,MARCA5,0.1947,0.94,22,15.7,1.64,14.275,151513.71,29499.72,122013.99,160726.14730515753
2018-08-01,CLIENTES GRANDES,A18,10393.26,MARCA5,0.1685,0.94,22,15.3,1.81,26.759,278113.24,46862.08,231251.16,309414.6534180736
2018-09-01,CLIENTES GRANDES,A18,10666.94,MARCA5,0.1729,0.94,20,15.7,2.01,13.673,145849.07,25217.3,120631.77,164078.07384980435
2018-10-01,CLIENTES GRANDES,A18,7626.03,MARCA5,0.2142,0.94,22,16.7,2.14,10.094,76977.15,16488.51,60488.64,87515.67694160018
2018-11-01,CLIENTES GRANDES,A18,13154.32,MARCA5,0.1818,0.92,21,18.0,2.29,16.805,221058.35,40188.41,180869.94,246404.86440765424
2018-12-01,CLIENTES GRANDES,A18,10705.6,MARCA5,0.1926,0.93,20,19.6,2.48,16.361,175154.32,33734.72,141419.6,196188.88763987174
2019-01-01,CLIENTES GRANDES,A18,10161.29,MARCA5,0.2535,0.91,22,22.2,0.06,9.978,101389.35,25702.2,75687.15,121576.8187893735
2019-02-01,CLIENTES GRANDES,A18,10239.18,MARCA5,0.2221,0.89,20,23.0,0.2,13.657,139836.48,31057.68,108778.8,154723.0866146301
2019-03-01,CLIENTES GRANDES,A18,11158.41,MARCA5,0.2187,0.88,21,22.5,0.88,16.501,184124.92,40268.12,143856.8,210238.94454583924
2019-04-01,CLIENTES GRANDES,A18,10536.78,MARCA5,0.2573,0.9,20,20.9,1.1,16.075,169378.74,43581.15,125797.59,177184.4521891462
2019-05-01,CLIENTES GRANDES,A18,10368.63,MARCA5,0.2501,0.91,22,18.5,1.19,20.338,210877.2,52740.39,158136.81,218955.2862022541
2019-06-01,CLIENTES GRANDES,A18,10812.91,MARCA5,0.2716,0.9,20,16.4,1.13,17.092,184814.26,50195.55,134618.71,195557.31757707335
2019-07-01,CLIENTES GRANDES,A18,10885.98,MARCA5,0.2629,0.9,22,15.7,1.36,23.674,257714.69,67753.19,189961.5,180610.39625611345
