MES/AÑO,TIPO CLIENTES,PRODUCTO,PRECIO POR TON (USD),MARCA,INVERSION,% TIENDAS IMPACTADAS,DIAS HABILES,TEMPERATURA,INFLACION,VENTAS (TON),VENTAS (PESOS),INVERSION (PESOS),INGRESOS
2018-09-01,CLIENTES GRANDES,A19,14471.56,MARCA5,0.1438,1.0,20,15.7,2.01,49.842,721291.49,103721.72,617569.77
2018-09-01,CLIENTES GRANDES,A20,12302.08,MARCA1,0.2319,1.0,20,15.7,2.01,67.618,831842.05,192904.17,638937.88
2018-09-01,CLIENTES GRANDES,A21,9704.02,MARCA1,0.2042,0.94,20,15.7,2.01,82.091,796612.71,162668.32,633944.39
2018-09-01,CLIENTES GRANDES,A22,18040.83,MARCA1,0.2114,0.9,20,15.7,2.01,10.101,182230.42,38523.51,143706.91
2018-09-01,CLIENTES GRANDES,A23,12725.42,MARCA6,0.2948,1.0,20,15.7,2.01,84.956,1081100.78,318708.51,762392.27
2018-09-01,CLIENTES GRANDES,A24,12858.74,MARCA6,0.332,0.92,20,15.7,2.01,14.364,184702.94,61321.38,123381.56
2018-09-01,CLIENTES PEQUEÑOS,A1,12276.74,MARCA1,0.3395,0.47,20,15.7,2.01,44.688,548622.96,186257.49,362365.47
2018-09-01,CLIENTES PEQUEÑOS,A2,16025.89,MARCA2,0.2497,0.27,20,15.7,2.01,41.088,658471.77,164420.4,494051.37
2018-09-01,CLIENTES PEQUEÑOS,A3,17734.58,MARCA2,0.2375,0.23,20,15.7,2.01,35.844,635678.29,150973.59,484704.7
2018-09-01,CLIENTES PEQUEÑOS,A4,14152.09,MARCA1,0.2856,0.69,20,15.7,2.01,148.862,2106708.42,601675.92,1505032.5
2018-09-01,CLIENTES PEQUEÑOS,A5,16272.67,MARCA3,0.27,0.33,20,15.7,2.01,19.696,320506.51,86536.76,233969.75
2018-09-01,CLIENTES PEQUEÑOS,A6,17040.83,MARCA3,0.2072,0.04,20,15.7,2.01,3.415,58194.43,12057.89,46136.54
2018-09-01,CLIENTES PEQUEÑOS,A7,18048.1,MARCA3,0.2158,0.04,20,15.7,2.01,2.213,39940.45,8619.15,31321.3
2018-09-01,CLIENTES PEQUEÑOS,A8,11555.18,MARCA1,0.3657,0.22,20,15.7,2.01,18.36,212153.1,77584.39,134568.71
2018-09-01,CLIENTES PEQUEÑOS,A9,8555.65,MARCA1,0.1776,0.3,20,15.7,2.01,96.666,827040.46,146882.39,680158.07
2018-09-01,CLIENTES PEQUEÑOS,A10,20635.21,MARCA1,0.2617,0.3,20,15.7,2.01,37.219,768021.88,200991.33,567030.55
2018-09-01,CLIENTES PEQUEÑOS,A11,25643.67,MARCA1,0.2793,0.35,20,15.7,2.01,6.392,163914.34,45781.28,118133.06
2018-09-01,CLIENTES PEQUEÑOS,A14,15946.74,MARCA1,0.0357,0.4,20,15.7,2.01,13.572,216429.16,7726.52,208702.64
2018-09-01,CLIENTES PEQUEÑOS,A15,13881.66,MARCA4,0.3787,0.07,20,15.7,2.01,2.511,34856.85,13200.29,21656.56
2018-09-01,CLIENTES PEQUEÑOS,A16,17412.65,MARCA4,0.2898,0.04,20,15.7,2.01,2.172,37820.28,10960.32,26859.96
2018-09-01,CLIENTES PEQUEÑOS,A17,18080.01,MARCA5,0.267,0.09,20,15.7,2.01,5.799,104845.98,27993.88,76852.1
2018-09-01,CLIENTES PEQUEÑOS,A18,10666.94,MARCA5,0.1729,0.81,20,15.7,2.01,382.975,4085171.35,706326.13,3378845.22
2018-09-01,CLIENTES PEQUEÑOS,A19,14471.56,MARCA5,0.1438,0.69,20,15.7,2.01,96.968,1403278.23,201791.41,1201486.82
2018-09-01,CLIENTES PEQUEÑOS,A20,12302.08,MARCA1,0.2319,0.62,20,15.7,2.01,83.932,1032538.18,239445.6,793092.58
2018-09-01,CLIENTES PEQUEÑOS,A21,9704.02,MARCA1,0.2042,0.66,20,15.7,2.01,116.232,1127917.65,230320.78,897596.87
2018-09-01,CLIENTES PEQUEÑOS,A22,18040.83,MARCA1,0.2114,0.38,20,15.7,2.01,37.73,680680.52,143895.86,536784.66
2018-09-01,CLIENTES PEQUEÑOS,A23,12725.42,MARCA6,0.2948,0.72,20,15.7,2.01,127.152,1618062.6,477004.85,1141057.75
2018-10-01,CLIENTES GRANDES,A1,10803.74,MARCA1,0.3431,0.94,22,16.7,2.14,6.4,69143.94,23723.29,45420.65
2018-10-01,CLIENTES GRANDES,A2,14609.19,MARCA2,0.3516,1.0,22,16.7,2.14,23.373,341460.6,120057.55,221403.05
2018-10-01,CLIENTES GRANDES,A3,15038.1,MARCA2,0.2909,0.84,22,16.7,2.14,1.684,25324.16,7366.8,17957.36
2018-10-01,CLIENTES GRANDES,A4,12210.58,MARCA1,0.3883,1.0,22,16.7,2.14,23.556,287632.42,111687.67,175944.75
2018-10-01,CLIENTES GRANDES,A5,14297.77,MARCA3,0.2587,0.94,22,16.7,2.14,11.252,160878.51,41619.27,119259.24
2018-10-01,CLIENTES GRANDES,A6,15105.65,MARCA3,0.2452,0.84,22,16.7,2.14,1.699,25664.5,6292.94,19371.56
2018-10-01,CLIENTES GRANDES,A7,15338.67,MARCA3,0.2747,0.86,22,16.7,2.14,2.509,38484.72,10571.75,27912.97
2018-10-01,CLIENTES GRANDES,A8,9502.96,MARCA1,0.4259,1.0,22,16.7,2.14,14.76,140263.69,59738.31,80525.38
2018-10-01,CLIENTES GRANDES,A9,6649.96,MARCA1,0.1908,0.89,22,16.7,2.14,5.134,34140.89,6514.08,27626.81
2018-10-01,CLIENTES GRANDES,A10,17142.49,MARCA1,0.3171,0.94,22,16.7,2.14,10.418,178590.46,56631.03,121959.43
2018-10-01,CLIENTES GRANDES,A11,21364.75,MARCA1,0.6596,0.92,22,16.7,2.14,3.585,76592.63,50520.5,26072.13
2018-10-01,CLIENTES GRANDES,A12,20250.44,MARCA1,0.2112,0.94,22,16.7,2.14,3.635,73610.35,15546.51,58063.84
2018-10-01,CLIENTES GRANDES,A13,15345.02,MARCA1,0.2149,0.94,22,16.7,2.14,6.91,106034.09,22786.73,83247.36
2018-10-01,CLIENTES GRANDES,A14,17898.2,MARCA1,0.4396,0.9,22,16.7,2.14,8.113,145208.1,63833.48,81374.62
2018-10-01,CLIENTES GRANDES,A15,14208.55,MARCA4,0.3289,0.91,22,16.7,2.14,11.682,165984.28,54592.23,111392.05
2018-10-01,CLIENTES GRANDES,A16,15498.88,MARCA4,0.2858,0.84,22,16.7,2.14,2.357,36530.86,10440.52,26090.34
2018-10-01,CLIENTES GRANDES,A17,13632.8,MARCA5,0.2882,0.74,22,16.7,2.14,5.77,78661.26,22670.18,55991.08
2018-10-01,CLIENTES GRANDES,A18,7626.03,MARCA5,0.2142,0.94,22,16.7,2.14,10.094,76977.15,16488.51,60488.64
2018-10-01,CLIENTES GRANDES,A19,13795.4,MARCA5,0.306,1.0,22,16.7,2.14,26.38,363922.65,111360.33,252562.32
2018-10-01,CLIENTES GRANDES,A20,10215.37,MARCA1,0.3336,1.0,22,16.7,2.14,29.308,299392.06,99877.19,199514.87
2018-10-01,CLIENTES GRANDES,A21,6955.38,MARCA1,0.2802,0.94,22,16.7,2.14,49.056,341203.12,95605.11,245598.01
2018-10-01,CLIENTES GRANDES,A22,12853.11,MARCA1,0.2737,0.9,22,16.7,2.14,9.49,121976.01,33384.83,88591.18
2018-10-01,CLIENTES GRANDES,A23,11245.41,MARCA6,0.2909,1.0,22,16.7,2.14,60.921,685081.62,199290.24,485791.38
2018-10-01,CLIENTES GRANDES,A24,12213.0,MARCA6,0.3978,0.9,22,16.7,2.14,7.185,87750.4,34907.11,52843.29
2018-10-01,CLIENTES PEQUEÑOS,A1,10803.74,MARCA1,0.3431,0.45,22,16.7,2.14,48.078,519422.21,178213.76,341208.45
2018-10-01,CLIENTES PEQUEÑOS,A2,14609.19,MARCA2,0.3516,0.28,22,16.7,2.14,41.153,601212.0,211386.14,389825.86
2018-10-01,CLIENTES PEQUEÑOS,A3,15038.1,MARCA2,0.2909,0.24,22,16.7,2.14,23.587,354703.66,103183.29,251520.37
2018-10-01,CLIENTES PEQUEÑOS,A4,12210.58,MARCA1,0.3883,0.68,22,16.7,2.14,93.777,1145071.56,444631.29,700440.27
2018-10-01,CLIENTES PEQUEÑOS,A5,14297.77,MARCA3,0.2587,0.31,22,16.7,2.14,25.24,360875.71,93358.55,267517.16
2018-10-01,CLIENTES PEQUEÑOS,A6,15105.65,MARCA3,0.2452,0.03,22,16.7,2.14,2.179,32915.21,8070.81,24844.4
2018-10-01,CLIENTES PEQUEÑOS,A7,15338.67,MARCA3,0.2747,0.05,22,16.7,2.14,1.24,19019.95,5224.78,13795.17
2018-10-01,CLIENTES PEQUEÑOS,A8,9502.96,MARCA1,0.4259,0.23,22,16.7,2.14,15.978,151838.29,64667.93,87170.36
2018-10-01,CLIENTES PEQUEÑOS,A9,6649.96,MARCA1,0.1908,0.31,22,16.7,2.14,113.906,757470.34,144525.34,612945.0
2018-10-01,CLIENTES PEQUEÑOS,A10,17142.49,MARCA1,0.3171,0.32,22,16.7,2.14,28.926,495863.67,157238.37,338625.3
2018-10-01,CLIENTES PEQUEÑOS,A11,21364.75,MARCA1,0.6596,0.33,22,16.7,2.14,2.98,63666.96,41994.73,21672.23
2018-10-01,CLIENTES PEQUEÑOS,A14,17898.2,MARCA1,0.4396,0.4,22,16.7,2.14,4.781,85571.29,37617.14,47954.15
2018-10-01,CLIENTES PEQUEÑOS,A15,14208.55,MARCA4,0.3289,0.06,22,16.7,2.14,7.268,103267.74,33964.76,69302.98
2018-10-01,CLIENTES PEQUEÑOS,A16,15498.88,MARCA4,0.2858,0.04,22,16.7,2.14,2.805,43474.36,12424.97,31049.39
2018-10-01,CLIENTES PEQUEÑOS,A17,13632.8,MARCA5,0.2882,0.11,22,16.7,2.14,5.367,73167.24,21086.8,52080.44
2018-10-01,CLIENTES PEQUEÑOS,A18,7626.03,MARCA5,0.2142,0.81,22,16.7,2.14,274.999,2097150.62,449209.66,1647940.96
2018-10-01,CLIENTES PEQUEÑOS,A19,13795.4,MARCA5,0.306,0.69,22,16.7,2.14,43.988,606832.06,185690.61,421141.45
2018-10-01,CLIENTES PEQUEÑOS,A20,10215.37,MARCA1,0.3336,0.61,22,16.7,2.14,54.077,552416.56,184286.16,368130.4
2018-10-01,CLIENTES PEQUEÑOS,A21,6955.38,MARCA1,0.2802,0.67,22,16.7,2.14,93.245,648554.41,181724.95,466829.46
2018-10-01,CLIENTES PEQUEÑOS,A22,12853.11,MARCA1,0.2737,0.39,22,16.7,2.14,30.21,388292.45,106275.64,282016.81
2018-10-01,CLIENTES PEQUEÑOS,A23,11245.41,MARCA6,0.2909,0.73,22,16.7,2.14,95.87,1078097.46,313618.55,764478.91
2018-11-01,CLIENTES GRANDES,A1,12686.58,MARCA1,0.3817,0.93,21,18.0,2.29,8.232,104435.93,39863.19,64572.74
2018-11-01,CLIENTES GRANDES,A2,16005.94,MARCA2,0.2723,1.0,21,18.0,2.29,57.471,919877.38,250482.61,669394.77
2018-11-01,CLIENTES GRANDES,A3,19323.47,MARCA2,0.2757,0.83,21,18.0,2.29,4.361,84269.65,23233.14,61036.51
2018-11-01,CLIENTES GRANDES,A4,15783.62,MARCA1,0.3349,1.0,21,18.0,2.29,42.474,670393.48,224514.78,445878.7
2018-11-01,CLIENTES GRANDES,A5,18515.17,MARCA3,0.2461,0.93,21,18.0,2.29,17.747,328588.72,80865.68,247723.04
2018-11-01,CLIENTES GRANDES,A6,17140.83,MARCA3,0.2147,0.82,21,18.0,2.29,3.839,65803.65,14128.04,51675.61
2018-11-01,CLIENTES GRANDES,A7,17033.28,MARCA3,0.2169,0.82,21,18.0,2.29,3.539,60280.78,13074.9,47205.88
2018-11-01,CLIENTES GRANDES,A8,12380.2,MARCA1,0.3359,0.99,21,18.0,2.29,21.795,269826.46,90634.71,179191.75
2018-11-01,CLIENTES GRANDES,A9,9787.09,MARCA1,0.1675,0.79,21,18.0,2.29,22.5,220209.52,36885.09,183324.43
2018-11-01,CLIENTES GRANDES,A10,24204.28,MARCA1,0.319,0.94,21,18.0,2.29,11.923,288587.63,92059.45,196528.18
2018-11-01,CLIENTES GRANDES,A11,26570.94,MARCA1,0.3194,0.89,21,18.0,2.29,10.579,281093.97,89781.41,191312.56
2018-11-01,CLIENTES GRANDES,A12,30427.55,MARCA1,0.1992,0.93,21,18.0,2.29,4.073,123931.41,24687.14,99244.27
2018-11-01,CLIENTES GRANDES,A13,25135.93,MARCA1,0.1975,0.93,21,18.0,2.29,10.155,255255.37,50412.94,204842.43
2018-11-01,CLIENTES GRANDES,A14,19860.82,MARCA1,0.2742,0.9,21,18.0,2.29,19.688,391019.82,107217.63,283802.19
2018-11-01,CLIENTES GRANDES,A15,15008.66,MARCA4,0.3577,0.89,21,18.0,2.29,12.032,180584.2,64594.97,115989.23
2018-11-01,CLIENTES GRANDES,A16,17742.66,MARCA4,0.2708,0.81,21,18.0,2.29,3.659,64920.39,17580.44,47339.95
2018-11-01,CLIENTES GRANDES,A17,21236.42,MARCA5,0.2548,0.73,21,18.0,2.29,6.183,131304.78,33456.46,97848.32
2018-11-01,CLIENTES GRANDES,A18,13154.32,MARCA5,0.1818,0.92,21,18.0,2.29,16.805,221058.35,40188.41,180869.94
2018-11-01,CLIENTES GRANDES,A19,17320.67,MARCA5,0.2327,1.0,21,18.0,2.29,51.745,896258.07,208559.25,687698.82
2018-11-01,CLIENTES GRANDES,A20,12772.92,MARCA1,0.2525,1.0,21,18.0,2.29,57.489,734302.4,185411.36,548891.04
2018-11-01,CLIENTES GRANDES,A21,10535.5,MARCA1,0.2501,0.93,21,18.0,2.29,82.253,866576.48,216730.78,649845.7
2018-11-01,CLIENTES GRANDES,A22,26204.38,MARCA1,0.2323,0.91,21,18.0,2.29,7.816,204813.43,47578.16,157235.27
2018-11-01,CLIENTES GRANDES,A23,13822.8,MARCA6,0.2559,1.0,21,18.0,2.29,79.392,1097419.74,280829.71,816590.03
2018-11-01,CLIENTES GRANDES,A24,13081.64,MARCA6,0.3464,0.88,21,18.0,2.29,9.532,124694.19,43194.07,81500.12
2018-11-01,CLIENTES PEQUEÑOS,A1,12686.58,MARCA1,0.3817,0.45,21,18.0,2.29,50.067,635179.0,242447.82,392731.18
2018-11-01,CLIENTES PEQUEÑOS,A2,16005.94,MARCA2,0.2723,0.3,21,18.0,2.29,46.578,745524.67,203006.37,542518.3
2018-11-01,CLIENTES PEQUEÑOS,A3,19323.47,MARCA2,0.2757,0.23,21,18.0,2.29,28.946,559337.16,154209.26,405127.9
2018-11-01,CLIENTES PEQUEÑOS,A4,15783.62,MARCA1,0.3349,0.68,21,18.0,2.29,97.357,1536645.89,514622.71,1022023.18
2018-11-01,CLIENTES PEQUEÑOS,A5,18515.17,MARCA3,0.2461,0.32,21,18.0,2.29,19.101,353658.26,87035.3,266622.96
2018-11-01,CLIENTES PEQUEÑOS,A6,17140.83,MARCA3,0.2147,0.03,21,18.0,2.29,3.674,62975.41,13520.82,49454.59
2018-11-01,CLIENTES PEQUEÑOS,A7,17033.28,MARCA3,0.2169,0.03,21,18.0,2.29,1.905,32448.4,7038.06,25410.34
2018-11-01,CLIENTES PEQUEÑOS,A8,12380.2,MARCA1,0.3359,0.22,21,18.0,2.29,20.57,254660.71,85540.53,169120.18
2018-11-01,CLIENTES PEQUEÑOS,A9,9787.09,MARCA1,0.1675,0.3,21,18.0,2.29,150.438,1472350.25,246618.67,1225731.58
2018-11-01,CLIENTES PEQUEÑOS,A10,24204.28,MARCA1,0.319,0.3,21,18.0,2.29,26.355,637903.8,203491.31,434412.49
2018-11-01,CLIENTES PEQUEÑOS,A11,26570.94,MARCA1,0.3194,0.35,21,18.0,2.29,5.722,152038.92,48561.23,103477.69
2018-11-01,CLIENTES PEQUEÑOS,A14,19860.82,MARCA1,0.2742,0.4,21,18.0,2.29,4.603,91419.35,25067.19,66352.16
2018-11-01,CLIENTES PEQUEÑOS,A15,15008.66,MARCA4,0.3577,0.06,21,18.0,2.29,4.959,74427.94,26622.87,47805.07
2018-11-01,CLIENTES PEQUEÑOS,A16,17742.66,MARCA4,0.2708,0.04,21,18.0,2.29,2.885,51187.57,13861.59,37325.98
2018-11-01,CLIENTES PEQUEÑOS,A17,21236.42,MARCA5,0.2548,0.12,21,18.0,2.29,4.88,103633.73,26405.87,77227.86
2018-11-01,CLIENTES PEQUEÑOS,A18,13154.32,MARCA5,0.1818,0.79,21,18.0,2.29,311.959,4103608.51,746036.03,3357572.48
2018-11-01,CLIENTES PEQUEÑOS,A19,17320.67,MARCA5,0.2327,0.67,21,18.0,2.29,68.332,1183556.02,275413.49,908142.53
2018-11-01,CLIENTES PEQUEÑOS,A20,12772.92,MARCA1,0.2525,0.61,21,18.0,2.29,74.104,946524.46,238997.43,707527.03
2018-11-01,CLIENTES PEQUEÑOS,A21,10535.5,MARCA1,0.2501,0.66,21,18.0,2.29,105.442,1110884.19,277832.14,833052.05
2018-11-01,CLIENTES PEQUEÑOS,A22,26204.38,MARCA1,0.2323,0.4,21,18.0,2.29,13.985,366468.25,85130.57,281337.68
2018-11-01,CLIENTES PEQUEÑOS,A23,13822.8,MARCA6,0.2559,0.73,21,18.0,2.29,82.647,1142412.95,292343.47,850069.48
2018-12-01,CLIENTES GRANDES,A1,12371.43,MARCA1,0.4147,0.94,20,19.6,2.48,7.577,93738.33,38873.29,54865.04
2018-12-01,CLIENTES GRANDES,A2,17453.13,MARCA2,0.3144,1.0,20,19.6,2.48,39.786,694390.23,218316.29,476073.94
2018-12-01,CLIENTES GRANDES,A3,18181.97,MARCA2,0.29,0.87,20,19.6,2.48,2.934,53345.9,15470.31,37875.59
2018-12-01,CLIENTES GRANDES,A4,14035.08,MARCA1,0.3404,1.0,20,19.6,2.48,44.852,629501.41,214282.28,415219.13
2018-12-01,CLIENTES GRANDES,A5,16797.53,MARCA3,0.2632,0.94,20,19.6,2.48,13.854,232712.98,61250.06,171462.92
2018-12-01,CLIENTES GRANDES,A6,16967.78,MARCA3,0.2333,0.85,20,19.6,2.48,3.693,62662.01,14619.05,48042.96
2018-12-01,CLIENTES GRANDES,A7,17073.35,MARCA3,0.2895,0.81,20,19.6,2.48,3.029,51715.18,14971.54,36743.64
2018-12-01,CLIENTES GRANDES,A8,11469.1,MARCA1,0.4075,0.96,20,19.6,2.48,17.351,199000.35,81092.64,117907.71
2018-12-01,CLIENTES GRANDES,A9,8614.7,MARCA1,0.173,0.74,20,19.6,2.48,17.006,146501.59,25344.78,121156.81
2018-12-01,CLIENTES GRANDES,A10,21283.18,MARCA1,0.3281,0.94,20,19.6,2.48,10.561,224771.66,73747.58,151024.08
2018-12-01,CLIENTES GRANDES,A11,24745.95,MARCA1,0.5283,0.9,20,19.6,2.48,5.762,142586.16,75328.27,67257.89
2018-12-01,CLIENTES GRANDES,A12,24664.72,MARCA1,0.2056,0.94,20,19.6,2.48,3.203,79001.1,16242.63,62758.47
2018-12-01,CLIENTES GRANDES,A13,19333.85,MARCA1,0.2117,0.93,20,19.6,2.48,7.247,140112.41,29661.8,110450.61
2018-12-01,CLIENTES GRANDES,A14,19594.38,MARCA1,0.3467,0.87,20,19.6,2.48,13.235,259331.62,89910.27,169421.35
2018-12-01,CLIENTES GRANDES,A15,14600.71,MARCA4,0.4244,0.9,20,19.6,2.48,9.38,136954.66,58123.56,78831.1
2018-12-01,CLIENTES GRANDES,A16,17722.47,MARCA4,0.3107,0.83,20,19.6,2.48,2.149,38085.59,11833.19,26252.4
2018-12-01,CLIENTES GRANDES,A17,17914.99,MARCA5,0.2815,0.76,20,19.6,2.48,6.782,121499.46,34202.1,87297.36
2018-12-01,CLIENTES GRANDES,A18,10705.6,MARCA5,0.1926,0.93,20,19.6,2.48,16.361,175154.32,33734.72,141419.6
2018-12-01,CLIENTES GRANDES,A19,16096.75,MARCA5,0.2832,1.0,20,19.6,2.48,34.748,559329.87,158402.22,400927.65
2018-12-01,CLIENTES GRANDES,A20,12349.94,MARCA1,0.3041,1.0,20,19.6,2.48,44.22,546114.35,166073.37,380040.98
2018-12-01,CLIENTES GRANDES,A21,9148.23,MARCA1,0.249,0.94,20,19.6,2.48,51.62,472231.63,117585.68,354645.95
2018-12-01,CLIENTES GRANDES,A22,17658.16,MARCA1,0.2297,0.92,20,19.6,2.48,9.884,174533.25,40090.29,134442.96
2018-12-01,CLIENTES GRANDES,A23,13177.84,MARCA6,0.171,1.0,20,19.6,2.48,72.685,957831.3,163789.15,794042.15
2018-12-01,CLIENTES GRANDES,A24,13033.72,MARCA6,0.383,0.89,20,19.6,2.48,10.238,133439.23,51107.23,82332.0
2018-12-01,CLIENTES PEQUEÑOS,A1,12371.43,MARCA1,0.4147,0.44,20,19.6,2.48,34.707,429375.22,178061.9,251313.32
2018-12-01,CLIENTES PEQUEÑOS,A2,17453.13,MARCA2,0.3144,0.3,20,19.6,2.48,42.412,740222.15,232725.84,507496.31
2018-12-01,CLIENTES PEQUEÑOS,A3,18181.97,MARCA2,0.29,0.23,20,19.6,2.48,22.335,406094.3,117767.35,288326.95
2018-12-01,CLIENTES PEQUEÑOS,A4,14035.08,MARCA1,0.3404,0.69,20,19.6,2.48,123.529,1733739.4,590164.89,1143574.51
2018-12-01,CLIENTES PEQUEÑOS,A5,16797.53,MARCA3,0.2632,0.29,20,19.6,2.48,23.802,399814.81,105231.26,294583.55
2018-12-01,CLIENTES PEQUEÑOS,A6,16967.78,MARCA3,0.2333,0.03,20,19.6,2.48,2.723,46203.26,10779.22,35424.04
2018-12-01,CLIENTES PEQUEÑOS,A7,17073.35,MARCA3,0.2895,0.02,20,19.6,2.48,1.683,28734.45,8318.62,20415.83
2018-12-01,CLIENTES PEQUEÑOS,A8,11469.1,MARCA1,0.4075,0.23,20,19.6,2.48,16.192,185707.67,75675.88,110031.79
2018-12-01,CLIENTES PEQUEÑOS,A9,8614.7,MARCA1,0.173,0.31,20,19.6,2.48,140.84,1213294.35,209899.92,1003394.43
2018-12-01,CLIENTES PEQUEÑOS,A10,21283.18,MARCA1,0.3281,0.29,20,19.6,2.48,21.017,447308.59,146761.95,300546.64
2018-12-01,CLIENTES PEQUEÑOS,A11,24745.95,MARCA1,0.5283,0.34,20,19.6,2.48,1.768,43750.84,23113.57,20637.27
2018-12-01,CLIENTES PEQUEÑOS,A14,19594.38,MARCA1,0.3467,0.38,20,19.6,2.48,5.84,114431.18,39673.29,74757.89
2018-12-01,CLIENTES PEQUEÑOS,A15,14600.71,MARCA4,0.4244,0.07,20,19.6,2.48,3.089,45101.59,19141.11,25960.48
2018-12-01,CLIENTES PEQUEÑOS,A16,17722.47,MARCA4,0.3107,0.04,20,19.6,2.48,1.64,29064.85,9030.45,20034.4
2018-12-01,CLIENTES PEQUEÑOS,A17,17914.99,MARCA5,0.2815,0.12,20,19.6,2.48,4.5,80617.46,22693.81,57923.65
2018-12-01,CLIENTES PEQUEÑOS,A18,10705.6,MARCA5,0.1926,0.79,20,19.6,2.48,370.675,3968298.28,764294.25,3204004.03
2018-12-01,CLIENTES PEQUEÑOS,A19,16096.75,MARCA5,0.2832,0.67,20,19.6,2.48,54.99,885160.28,250677.39,634482.89
2018-12-01,CLIENTES PEQUEÑOS,A20,12349.94,MARCA1,0.3041,0.6,20,19.6,2.48,55.98,691349.64,210239.43,481110.21
2018-12-01,CLIENTES PEQUEÑOS,A21,9148.23,MARCA1,0.249,0.65,20,19.6,2.48,122.506,1120713.06,279057.55,841655.51
2018-12-01,CLIENTES PEQUEÑOS,A22,17658.16,MARCA1,0.2297,0.38,20,19.6,2.48,44.495,785699.83,180475.25,605224.58
2018-12-01,CLIENTES PEQUEÑOS,A23,13177.84,MARCA6,0.171,0.73,20,19.6,2.48,115.141,1517309.68,259459.96,1257849.72
2019-01-01,CLIENTES GRANDES,A1,10808.19,MARCA1,0.3372,0.93,22,22.2,0.06,8.124,87805.74,29608.1,58197.64
2019-01-01,CLIENTES GRANDES,A2,15686.01,MARCA2,0.3828,1.0,22,22.2,0.06,32.361,507614.97,194315.01,313299.96
2019-01-01,CLIENTES GRANDES,A3,16710.75,MARCA2,0.1934,0.86,22,22.2,0.06,2.753,46004.69,8897.31,37107.38
2019-01-01,CLIENTES GRANDES,A4,13137.49,MARCA1,0.4016,1.0,22,22.2,0.06,30.281,397816.33,159763.04,238053.29
2019-01-01,CLIENTES GRANDES,A5,15767.03,MARCA3,0.3062,0.93,22,22.2,0.06,16.409,258721.2,79220.43,179500.77
2019-01-01,CLIENTES GRANDES,A6,16498.2,MARCA3,0.29,0.85,22,22.2,0.06,2.441,40272.11,11678.91,28593.2
2019-01-01,CLIENTES GRANDES,A7,16470.89,MARCA3,0.3666,0.78,22,22.2,0.06,2.646,43581.97,15977.15,27604.82
2019-01-01,CLIENTES GRANDES,A8,11021.9,MARCA1,0.3493,0.94,22,22.2,0.06,16.311,179778.21,62796.53,116981.68
2019-01-01,CLIENTES GRANDES,A9,8316.18,MARCA1,0.2197,0.73,22,22.2,0.06,18.422,153200.67,33658.19,119542.48
2019-01-01,CLIENTES GRANDES,A10,20230.37,MARCA1,0.2786,0.92,22,22.2,0.06,6.846,138497.11,38585.29,99911.82
2019-01-01,CLIENTES GRANDES,A11,24564.45,MARCA1,0.4426,0.89,22,22.2,0.06,7.601,186714.38,82639.78,104074.6
2019-01-01,CLIENTES GRANDES,A12,24529.64,MARCA1,0.2523,0.93,22,22.2,0.06,2.897,71062.37,17929.04,53133.33
2019-01-01,CLIENTES GRANDES,A13,18580.53,MARCA1,0.2363,0.93,22,22.2,0.06,8.23,152917.76,36134.47,116783.29
2019-01-01,CLIENTES GRANDES,A14,19239.75,MARCA1,0.2895,0.86,22,22.2,0.06,22.878,440167.0,127428.35,312738.65
2019-01-01,CLIENTES GRANDES,A15,14297.45,MARCA4,0.3255,0.9,22,22.2,0.06,7.014,100282.31,32641.89,67640.42
2019-01-01,CLIENTES GRANDES,A16,16848.05,MARCA4,0.2009,0.82,22,22.2,0.06,2.008,33830.88,6796.62,27034.26
2019-01-01,CLIENTES GRANDES,A17,17061.85,MARCA5,0.2722,0.69,22,22.2,0.06,3.618,61729.77,16802.84,44926.93
2019-01-01,CLIENTES GRANDES,A18,10161.29,MARCA5,0.2535,0.91,22,22.2,0.06,9.978,101389.35,25702.2,75687.15
2019-01-01,CLIENTES GRANDES,A19,15576.45,MARCA5,0.3075,1.0,22,22.2,0.06,30.115,469084.79,144243.57,324841.22
2019-01-01,CLIENTES GRANDES,A20,11491.02,MARCA1,0.3016,1.0,22,22.2,0.06,42.933,493343.96,148792.54,344551.42
2019-01-01,CLIENTES GRANDES,A21,8968.41,MARCA1,0.2673,0.93,22,22.2,0.06,70.539,632622.67,169100.04,463522.63
2019-01-01,CLIENTES GRANDES,A22,17339.46,MARCA1,0.2362,0.91,22,22.2,0.06,5.713,99060.33,23398.05,75662.28
2019-01-01,CLIENTES GRANDES,A23,12408.65,MARCA6,0.4143,1.0,22,22.2,0.06,55.182,684734.12,283685.35,401048.77
2019-01-01,CLIENTES GRANDES,A24,12866.55,MARCA6,0.5243,0.88,22,22.2,0.06,5.854,75320.78,39490.68,35830.1
2019-01-01,CLIENTES PEQUEÑOS,A1,10808.19,MARCA1,0.3372,0.43,22,22.2,0.06,13.792,149066.56,50265.24,98801.32
2019-01-01,CLIENTES PEQUEÑOS,A2,15686.01,MARCA2,0.3828,0.28,22,22.2,0.06,19.228,301610.6,115456.54,186154.06
2019-01-01,CLIENTES PEQUEÑOS,A3,16710.75,MARCA2,0.1934,0.23,22,22.2,0.06,13.824,231009.41,44677.22,186332.19
2019-01-01,CLIENTES PEQUEÑOS,A4,13137.49,MARCA1,0.4016,0.68,22,22.2,0.06,40.797,535970.18,215245.62,320724.56
